Project,Bug_ID,Buggy_Code,Fixed_Code
pandas,18,"if not isinstance(window, BaseIndexer):
self.min_periods or 1,","""skew"",
if not isinstance(self.window, BaseIndexer):
window_indexer.window_size,"
pandas,19,"# convert various list-like indexers
# to a list of keys
# we will use the *values* of the object
# and NOT the index if its a PandasObject
if isinstance(labels, ABCMultiIndex):
if isinstance(key, (ABCSeries, np.ndarray)) and key.ndim <= 1:
# Series, or 0,1 ndim ndarray
# GH 14730
key = list(key)
elif isinstance(key, ABCDataFrame):
# GH 15438
raise NotImplementedError(
""Indexing a MultiIndex with a ""
""DataFrame key is not ""
""implemented""
)
elif hasattr(key, ""ndim"") and key.ndim > 1:
raise NotImplementedError(
""Indexing a MultiIndex with a ""
""multidimensional key is not ""
""implemented""
)
if (
not isinstance(key, tuple)
and len(key)
and not isinstance(key[0], tuple)
):
key = tuple([key])",
pandas,2,"key = list(self._convert_key(key, is_setter=True))","key = list(self._convert_key(key, is_setter=True))
# GH 26989
# For series, unpacking key needs to result in the label.
# This is already the case for len(key) == 1; e.g. (1,)
if self.ndim == 1 and len(key) > 1:
key = (key,)"
pandas,20,"# TODO: going through __new__ raises on call to _validate_frequency;
#  are we passing incorrect freq?
return type(i)._simple_new(shifted, freq=i.freq, dtype=i.dtype)
# TODO: going through __new__ raises on call to _validate_frequency;
#  are we passing incorrect freq?
return type(dtindex)._simple_new(
shifted, freq=dtindex.freq, dtype=dtindex.dtype
)
# TODO: going through __new__ raises on call to _validate_frequency;
#  are we passing incorrect freq?
return type(dtindex)._simple_new(
shifted, freq=dtindex.freq, dtype=dtindex.dtype
)","return type(i)._simple_new(shifted, dtype=i.dtype)
return type(dtindex)._simple_new(shifted, dtype=dtindex.dtype)
return type(dtindex)._simple_new(shifted, dtype=dtindex.dtype)"
pandas,21,"if isinstance(key, list):
# handle the dup indexing case GH#4246
return self.loc[key]
return self.reindex(key)","# handle the dup indexing case GH#4246
return self.loc[key]"
pandas,22,"if isinstance(self.window, BaseIndexer):
validate_baseindexer_support(""count"")
if self.is_freq_type:","""count"",
# GH 32865. Using count with custom BaseIndexer subclass
# implementations shouldn't end up here
assert not isinstance(self.window, BaseIndexer)
# GH 32865. Use a custom count function implementation
# when using a BaseIndexer subclass as a window
if self.is_freq_type or isinstance(self.window, BaseIndexer):"
pandas,23,"return type(self)(data=[])
left_chunk = left.values[lslice]
exp = DatetimeIndex(rng.view(np.ndarray)[:5])
exp = DatetimeIndex(rng.view(np.ndarray)[:5])","return type(self)(data=[], dtype=self.dtype, freq=self.freq)
left_chunk = left._values[lslice]
exp = DatetimeIndex(rng.view(np.ndarray)[:5], freq=""B"")
assert smaller.freq == exp.freq
exp = DatetimeIndex(rng.view(np.ndarray)[:5], freq=""C"")
assert smaller.freq == exp.freq"
pandas,24,"dtype='datetime64[ns, US/Eastern]', freq='D')
dtype='datetime64[ns]', freq='D')
return self._simple_new(new_dates, dtype=dtype, freq=self.freq)","dtype='datetime64[ns, US/Eastern]', freq=None)
dtype='datetime64[ns]', freq=None)
freq = None
if timezones.is_utc(tz) or (len(self) == 1 and not isna(new_dates[0])):
# we can preserve freq
# TODO: Also for fixed-offsets
freq = self.freq
elif tz is None and self.tz is None:
# no-op
freq = self.freq
return self._simple_new(new_dates, dtype=dtype, freq=freq)
dti._set_freq(""infer"")  # freq not preserved by tz_localize"
pandas,25,sarray = fields.build_isocalendar_sarray(self.asi8),"if self.tz is not None and not timezones.is_utc(self.tz):
values = self._local_timestamps()
else:
values = self.asi8
sarray = fields.build_isocalendar_sarray(values)"
pandas,26,"if skipna:
if skipna:","if skipna and good.any():
if skipna and good.any():"
pandas,27,freq = get_period_alias(freq),"res = get_period_alias(freq)
#  https://github.com/pandas-dev/pandas/issues/33358
if res is None:
base, stride = libfrequencies._base_and_stride(freq)
res = f""{stride}{base}""
freq = res"
pandas,28,"return [Series(others._values, index=others)]","return [Series(others._values, index=idx)]"
pandas,29,"if needs_float_conversion:
left = left.astype(""float"")
left.values[key] = value_left
if needs_float_conversion:
right = right.astype(""float"")
right.values[key] = value_right","if needs_float_conversion:
raise ValueError(""Cannot set float NaN to integer-backed IntervalArray"")
left._values[key] = value_left
right._values[key] = value_right"
pandas,3,"assert isinstance(self.index, PeriodIndex)
assert isinstance(self.index, DatetimeIndex)","if not isinstance(self.index, PeriodIndex):
raise TypeError(f""unsupported Type {type(self.index).__name__}"")
if not isinstance(self.index, DatetimeIndex):
raise TypeError(f""unsupported Type {type(self.index).__name__}"")"
pandas,30,"except (ValueError, OverflowError):","except (ValueError, OverflowError, TypeError):"
pandas,31,"if is_integer_dtype(vals):
elif is_datetime64_dtype(vals):","is_bool_dtype,
is_extension_array_dtype,
if is_integer_dtype(vals.dtype):
if is_extension_array_dtype(vals.dtype):
vals = vals.to_numpy(dtype=float, na_value=np.nan)
elif is_bool_dtype(vals.dtype) and is_extension_array_dtype(vals.dtype):
vals = vals.to_numpy(dtype=float, na_value=np.nan)
elif is_datetime64_dtype(vals.dtype):"
pandas,32,"# Copy to BytesIO, and ensure no encoding
contents = filepath_or_buffer.read()
try:
contents = contents.encode(self._encoding)
except UnicodeEncodeError:
pass
self.filepath_or_buffer = BytesIO(contents)","# Since xport files include non-text byte sequences, xport files
# should already be opened in binary mode in Python 3.
self.filepath_or_buffer = filepath_or_buffer"
pandas,33,data[self._mask] = data.min() - 1,"if self._mask.any():
data[self._mask] = data.min() - 1"
pandas,34,"ambiguous=""infer"",","# GH 25758: If DST lands at midnight (e.g. 'America/Havana'), user feedback
# has noted that ambiguous=True provides the most sensible result
ambiguous=True,"
pandas,35,"# To avoid a reference cycle, pass a weakref of self to _engine_type.
period = weakref.ref(self)","# To avoid a reference cycle, pass a weakref of self._values to _engine_type.
period = weakref.ref(self._values)"
pandas,36,"is_datetime64_dtype,
is_datetime64tz_dtype,
is_period_dtype,
is_timedelta64_dtype,
ABCDatetimeArray,
ABCTimedeltaArray,
elif isinstance(
obj,
(
ABCSeries,
np.ndarray,
ABCIndexClass,
ABCExtensionArray,
ABCDatetimeArray,
ABCTimedeltaArray,
),
):
return obj is None
return obj is None
is_extension = is_extension_array_dtype(obj)
if not is_extension:
# Avoid accessing `.values` on things like
# PeriodIndex, which may be expensive.
values = getattr(obj, ""_values"", obj)
else:
values = obj
if isinstance(obj, (ABCIndexClass, ABCSeries)):
values = obj._values
else:
values = obj
elif isinstance(obj, ABCDatetimeArray):
return obj.isna()
# Working around NumPy ticket 1542
shape = values.shape
if is_string_like_dtype(dtype):
# object array of strings
result = np.zeros(values.shape, dtype=bool)
else:
# object array of non-strings
result = np.empty(shape, dtype=bool)
vec = libmissing.isnaobj(values.ravel())
result[...] = vec.reshape(shape)
# Working around NumPy ticket 1542
shape = values.shape
if is_string_like_dtype(dtype):
result = np.zeros(values.shape, dtype=bool)
else:
result = np.empty(shape, dtype=bool)
vec = libmissing.isnaobj_old(values.ravel())
result[:] = vec.reshape(shape)
elif is_datetime64_dtype(dtype):
if (
is_datetime64_dtype(dtype)
or is_datetime64tz_dtype(dtype)
or is_timedelta64_dtype(dtype)
or is_period_dtype(dtype)
):","elif isinstance(obj, (ABCSeries, np.ndarray, ABCIndexClass, ABCExtensionArray)):
return False
return False
is_extension = is_extension_array_dtype(obj.dtype)
values = getattr(obj, ""_values"", obj)
result = _isna_string_dtype(values, dtype, old=False)
result = _isna_string_dtype(values, dtype, old=True)
elif needs_i8_conversion(dtype):
# Working around NumPy ticket 1542
shape = values.shape
if is_string_like_dtype(dtype):
result = np.zeros(values.shape, dtype=bool)
else:
result = np.empty(shape, dtype=bool)
if old:
vec = libmissing.isnaobj_old(values.ravel())
else:
vec = libmissing.isnaobj(values.ravel())
result[...] = vec.reshape(shape)
return result
if needs_i8_conversion(dtype):"
pandas,37,,
pandas,38,"if rlocs == []:
clocs = [v if i > v else v - 1 for v in clocs]","if not rlocs:
clocs = [v if v < val else v - 1 for v in clocs]"
pandas,39,,
pandas,4,"return multi_join_idx, lidx, ridx","if return_indexers:
return multi_join_idx, lidx, ridx
else:
return multi_join_idx"
pandas,40,"_factorize_keys(left_keys[n], right_keys[n], sort=sort)
lkey, rkey, count = _factorize_keys(lkey, rkey, sort=sort)
is_categorical_dtype(lk) and is_categorical_dtype(rk) and lk.is_dtype_equal(rk)","is_categorical,
_factorize_keys(left_keys[n], right_keys[n], sort=sort, how=how)
lkey, rkey, count = _factorize_keys(lkey, rkey, sort=sort, how=how)
lk: ArrayLike, rk: ArrayLike, sort: bool = True, how: str = ""inner""
""""""
Encode left and right keys as enumerated types.
This is used to get the join indexers to be used when merging DataFrames.
Parameters
----------
lk : array-like
Left key.
rk : array-like
Right key.
sort : bool, defaults to True
If True, the encoding is done such that the unique elements in the
keys are sorted.
how : {‘left’, ‘right’, ‘outer’, ‘inner’}, default ‘inner’
Type of merge.
Returns
-------
array
Left (resp. right if called with `key='right'`) labels, as enumerated type.
array
Right (resp. left if called with `key='right'`) labels, as enumerated type.
int
Number of unique elements in union of left and right labels.
See Also
--------
merge : Merge DataFrame or named Series objects
with a database-style join.
algorithms.factorize : Encode the object as an enumerated type
or categorical variable.
Examples
--------
>>> lk = np.array([""a"", ""c"", ""b""])
>>> rk = np.array([""a"", ""c""])
Here, the unique values are `'a', 'b', 'c'`. With the default
`sort=True`, the encoding will be `{0: 'a', 1: 'b', 2: 'c'}`:
>>> pd.core.reshape.merge._factorize_keys(lk, rk)
(array([0, 2, 1]), array([0, 2]), 3)
With the `sort=False`, the encoding will correspond to the order
in which the unique elements first appear: `{0: 'a', 1: 'c', 2: 'b'}`:
>>> pd.core.reshape.merge._factorize_keys(lk, rk, sort=False)
(array([0, 1, 2]), array([0, 1]), 3)
""""""
is_categorical_dtype(lk) and is_categorical_dtype(rk) and is_dtype_equal(lk, rk)
assert is_categorical(lk) and is_categorical(rk)
lk = cast(Categorical, lk)
rk = cast(Categorical, rk)
if how == ""right"":
return rlab, llab, count"
pandas,41,"Modify Block in-place with new item value
Returns
-------
None
Set the value inplace, returning a a maybe different typed block.
def should_store(self, value):
def set(self, locs, values, check=False):
self.values = values
Set the value inplace, returning a same-typed block.
def should_store(self, value) -> bool:
def should_store(self, value) -> bool:
def should_store(self, value) -> bool:
def should_store(self, value) -> bool:
return is_datetime64_dtype(value.dtype)
Modify Block in-place with new item value
Returns
-------
None
def should_store(self, value) -> bool:
return is_timedelta64_dtype(value.dtype)
def should_store(self, value) -> bool:
def should_store(self, value) -> bool:","Modify block values in-place with new item value.
Notes
-----
`set` never creates a new array or new Block, whereas `setitem` _may_
create a new array and always creates a new Block.
Attempt self.values[indexer] = value, possibly creating a new array.
def should_store(self, value: ArrayLike) -> bool:
""""""
Can we set the given array-like value inplace?
""""""
def set(self, locs, values):
self.values[:] = values
Attempt self.values[indexer] = value, possibly creating a new array.
def should_store(self, value: ArrayLike) -> bool:
def should_store(self, value: ArrayLike) -> bool:
def should_store(self, value: ArrayLike) -> bool:
def should_store(self, value):
return is_dtype_equal(self.dtype, value.dtype)
See Block.set.__doc__
should_store = DatetimeBlock.should_store
def should_store(self, value: ArrayLike) -> bool:
def should_store(self, value: ArrayLike) -> bool:
def should_store(self, arr: ArrayLike):
return isinstance(arr, self._holder) and is_dtype_equal(self.dtype, arr.dtype)"
pandas,42,"elif is_interval_dtype(left.dtype) or is_interval_dtype(right.dtype):
elif is_extension_array_dtype(left.dtype) or is_extension_array_dtype(right.dtype):","elif is_interval_dtype(left.dtype) and is_interval_dtype(right.dtype):
elif is_extension_array_dtype(left.dtype) and is_extension_array_dtype(right.dtype):"
pandas,43,"left: ""DataFrame"", right, axis, default_axis: int, fill_value, level
if _should_reindex_frame_op(self, other, axis, default_axis, fill_value, level):","left: ""DataFrame"", right, op, axis, default_axis: int, fill_value, level
if op is operator.pow or op is rpow:
# GH#32685 pow has special semantics for operating with null values
return False
if _should_reindex_frame_op(
self, other, op, axis, default_axis, fill_value, level
):"
pandas,44,"is_categorical,
if is_categorical(target):
elif self.is_all_dates and target.is_all_dates:  # GH 30399
tgt_values = target.asi8
if isinstance(target, PeriodIndex):
if target.freq != self.freq:
no_matches = -1 * np.ones(self.shape, dtype=np.intp)
return no_matches, no_matches
target = target.asi8","# Remove tz so Index will try non-DatetimeIndex inference
attributes.pop(""tz"", None)
if is_categorical_dtype(target.dtype):
ensure_platform_int,
def _is_comparable_dtype(self, dtype: DtypeObj) -> bool:
""""""
Can we compare values of the given dtype to our own?
""""""
raise AbstractMethodError(self)
@Appender(Index.get_indexer_non_unique.__doc__)
def get_indexer_non_unique(self, target):
target = ensure_index(target)
pself, ptarget = self._maybe_promote(target)
if pself is not self or ptarget is not target:
return pself.get_indexer_non_unique(ptarget)
if not self._is_comparable_dtype(target.dtype):
no_matches = -1 * np.ones(self.shape, dtype=np.intp)
return no_matches, no_matches
tgt_values = target.asi8
indexer, missing = self._engine.get_indexer_non_unique(tgt_values)
return ensure_platform_int(indexer), missing
_NS_DTYPE,
is_datetime64_any_dtype,
is_datetime64_dtype,
is_datetime64tz_dtype,
is_float,
is_integer,
is_scalar,
def _is_comparable_dtype(self, dtype: DtypeObj) -> bool:
""""""
Can we compare values of the given dtype to our own?
""""""
if not is_datetime64_any_dtype(dtype):
return False
if self.tz is not None:
# If we have tz, we can compare to tzaware
return is_datetime64tz_dtype(dtype)
# if we dont have tz, we can only compare to tznaive
return is_datetime64_dtype(dtype)
def _is_comparable_dtype(self, dtype: DtypeObj) -> bool:
""""""
Can we compare values of the given dtype to our own?
""""""
if not isinstance(dtype, PeriodDtype):
return False
return dtype.freq == self.freq
if not self._is_comparable_dtype(target.dtype):
no_matches = -1 * np.ones(self.shape, dtype=np.intp)
return no_matches, no_matches
target = target.asi8
def _is_comparable_dtype(self, dtype: DtypeObj) -> bool:
""""""
Can we compare values of the given dtype to our own?
""""""
return is_timedelta64_dtype(dtype)"
pandas,45,,
pandas,46,"return [
np.tile(
np.repeat(np.asarray(com.values_from_object(x)), b[i]), np.product(a[i])
)
for i, x in enumerate(X)
]","# codes are all ndarrays, so cartesian_product is lossless
return [_tile_compat(np.repeat(x, b[i]), np.product(a[i])) for i, x in enumerate(X)]
""""""
Index compat for np.tile.
Notes
-----
Does not support multi-dimensional `num`.
""""""
if isinstance(arr, np.ndarray):
return np.tile(arr, num)
# Otherwise we have an Index
taker = np.tile(np.arange(len(arr)), num)
return arr.take(taker)
def test_tzaware_retained(self):
x = date_range(""2000-01-01"", periods=2, tz=""US/Pacific"")
y = np.array([3, 4])
result1, result2 = cartesian_product([x, y])
expected = x.repeat(2)
tm.assert_index_equal(result1, expected)
def test_tzaware_retained_categorical(self):
x = date_range(""2000-01-01"", periods=2, tz=""US/Pacific"").astype(""category"")
y = np.array([3, 4])
result1, result2 = cartesian_product([x, y])
expected = x.repeat(2)
tm.assert_index_equal(result1, expected)"
pandas,47,,
pandas,48,except ValueError:,"except (ValueError, TypeError):"
pandas,49,,
pandas,5,"return multi_join_idx, lidx, ridx
join_idx, lidx, ridx = midx1.join(midx2, return_indexers=False)","if return_indexers:
return multi_join_idx, lidx, ridx
else:
return multi_join_idx
join_idx, lidx, ridx = midx1.join(midx2, return_indexers=True)
# GH 34074
midx1 = pd.MultiIndex.from_product([[1, 2], [3, 4], [5, 6]], names=[""a"", ""b"", ""c""])
midx2 = pd.MultiIndex.from_product([[1, 2], [3, 4]], names=[""a"", ""b""])
result = midx1.join(midx2, return_indexers=False)
tm.assert_index_equal(result, midx1)"
pandas,50,ret[mask] = False,"if opname == ""__ne__"":
ret[(self._codes == -1) & (other_codes == -1)] = True
else:
ret[mask] = False"
pandas,51,,
pandas,52,"# GH 27951
# temporary fix while we wait for NumPy bug 12629 to be fixed
val[isna(val)] = np.datetime64(""NaT"")
try:
sorter = np.lexsort((val, ids))
except TypeError:  # catches object dtypes
msg = f""val.dtype must be object, got {val.dtype}""
assert val.dtype == object, msg
val, _ = algorithms.factorize(val, sort=False)
sorter = np.lexsort((val, ids))
_isna = lambda a: a == -1
else:
_isna = isna
ids, val = ids[sorter], val[sorter]
inc = np.r_[1, val[1:] != val[:-1]]
mask = _isna(val)","codes, _ = algorithms.factorize(val, sort=False)
sorter = np.lexsort((codes, ids))
codes = codes[sorter]
ids = ids[sorter]
inc = np.r_[1, codes[1:] != codes[:-1]]
mask = codes == -1"
pandas,53,"if not self.holds_integer():
return self.index.get_value(self, label)
msg = (
""cannot do label indexing on Index ""
r""with these indexers \[0\] of type int""
)
with pytest.raises(TypeError, match=msg):
with pytest.raises(TypeError, match=msg):
def test_frame_raises_type_error(self):
msg = (
""cannot do label indexing on Index ""
r""with these indexers \[0\] of type int""
)
with pytest.raises(TypeError, match=msg):
with pytest.raises(TypeError, match=msg):","if not (is_integer_dtype(self.dtype) or is_object_dtype(self.dtype)):
# Similar to Index.get_value, but we do not fall back to positional
loc = self.index.get_loc(label)
return self.index._get_values_for_loc(self, loc, label)
with pytest.raises(KeyError, match=""^0$""):
with pytest.raises(KeyError, match=""^0$""):
def test_frame_raises_key_error(self):
with pytest.raises(KeyError, match=""^0$""):
with pytest.raises(KeyError, match=""^0$""):"
pandas,54,"if not isinstance(indices, RangeIndex):","elif not isinstance(dtype, CategoricalDtype):
raise ValueError(f""Cannot not construct CategoricalDtype from {dtype}"")
if not isinstance(indices, (RangeIndex, CategoricalIndex)):
# TODO: CategoricalIndex can be re-allowed following GH#32167"
pandas,55,"def _iget_item_cache(self, item):
lower = self._take_with_is_copy(item, axis=self._info_axis_number)
ax = self.obj.axes[i]
if not ax.is_unique:
return False","def _iget_item_cache(self, item: int):
return self._ixs(item, axis=1)"
pandas,56,"series = self._iget_item_cache(col)
return com.maybe_box_datetimelike(series._values[index])","series = self._ixs(col, axis=1)
return series._values[index]"
pandas,57,"assert_categorical_equal(left.values, right.values, obj=f""{obj} category"")
if to_replace in cat.categories:
if isna(value):
cat.remove_categories(to_replace, inplace=True)
else:
index = categories.index(to_replace)
if value in cat.categories:
value_index = categories.index(value)
cat.remove_categories(to_replace, inplace=True)
categories[index] = value","check_category_order=True,
check_category_order : bool, default True
Whether to compare category order of internal Categoricals
.. versionadded:: 1.0.2
assert_categorical_equal(
left.values,
right.values,
obj=f""{obj} category"",
check_category_order=check_category_order,
)
# build a dict of (to replace -> value) pairs
if is_list_like(to_replace):
# if to_replace is list-like and value is scalar
replace_dict = {replace_value: value for replace_value in to_replace}
else:
# if both to_replace and value are scalar
replace_dict = {to_replace: value}
# other cases, like if both to_replace and value are list-like or if
# to_replace is a dict, are handled separately in NDFrame
for replace_value, new_value in replace_dict.items():
if replace_value in cat.categories:
if isna(new_value):
cat.remove_categories(replace_value, inplace=True)
continue
index = categories.index(replace_value)
if new_value in cat.categories:
value_index = categories.index(new_value)
cat.remove_categories(replace_value, inplace=True)
categories[index] = new_value"
pandas,58,codes = np.asarray(codes)  # #21767,"if is_extension_array_dtype(codes) and is_integer_dtype(codes):
# Avoid the implicit conversion of Int to object
if isna(codes).any():
raise ValueError(""codes cannot contain NA values"")
codes = codes.to_numpy(dtype=np.int64)
else:
codes = np.asarray(codes)"
pandas,59,window = self._get_window(other),window = self._get_window(other) if not self.is_freq_type else self.win_freq
pandas,6,"except (KeyError, IndexError):","except (KeyError, IndexError, ValueError):
# TODO: ValueError: Given date string not likely a datetime.
# should be KeyError?"
pandas,60,# name=func for WindowGroupByMixin._apply,"# name=func & raw=raw for WindowGroupByMixin._apply
raw=raw,"
pandas,61,return self._get_values(key),return self.iloc[key]
pandas,62,,
pandas,63,"for ax, i in zip(self.obj.axes, key):
if ax.is_integer():
if not is_integer(i):
raise ValueError(
""At based indexing on an integer index ""
""can only have integer indexers""
)
else:
if is_integer(i) and not (ax.holds_integer() or ax.is_floating()):
raise ValueError(
""At based indexing on an non-integer ""
""index can only have non-integer ""
""indexers""
)
return key","lkey = list(key)
for n, (ax, i) in enumerate(zip(self.obj.axes, key)):
lkey[n] = ax._convert_scalar_indexer(i, kind=""loc"")
return tuple(lkey)"
pandas,64,self.df = df,self.df = df.reindex(columns=cols)
pandas,65,"need_text_wrapping = (BufferedIOBase, S3File)
need_text_wrapping = BufferedIOBase  # type: ignore
if not isinstance(f, BufferedIOBase):
if isinstance(src, BufferedIOBase):","need_text_wrapping = (BufferedIOBase, RawIOBase, S3File)
need_text_wrapping = (BufferedIOBase, RawIOBase)  # type: ignore
if not isinstance(f, (BufferedIOBase, RawIOBase)):
if isinstance(src, (BufferedIOBase, RawIOBase)):"
pandas,66,"new_values = self._data.fast_xs(loc)
# may need to box a datelike-scalar
#
# if we encounter an array-like and we only have 1 dim
# that means that their are list/ndarrays inside the Series!
# so just return them (GH 6394)
if not is_list_like(new_values) or self.ndim == 1:
return com.maybe_box_datetimelike(new_values)
return self._block.values[loc]","# In this case loc should be an integer
if self.ndim == 1:
# if we encounter an array-like and we only have 1 dim
# that means that their are list/ndarrays inside the Series!
# so just return them (GH 6394)
return self._values[loc]
new_values = self._data.fast_xs(loc)
raise NotImplementedError(""Use series._values[loc] instead"")"
pandas,67,,
pandas,68,,
pandas,69,if is_integer(i) and not ax.holds_integer():,if is_integer(i) and not (ax.holds_integer() or ax.is_floating()):
pandas,7,"target = np.asarray(target)
left_distances = abs(self.values[left_indexer] - target)
right_distances = abs(self.values[right_indexer] - target)","left_distances = np.abs(self[left_indexer] - target)
right_distances = np.abs(self[right_indexer] - target)"
pandas,70,"# return the same type (Series) as our caller
cls = dtype.construct_array_type()
result = try_cast_to_ea(cls, result, dtype=dtype)
[1, 4, 7], index=pd.date_range(""1/1/2000"", periods=3, freq=""3T""), dtype=""Int64""
expected[""Group""] = expected[""Group_obj""].astype(""category"")","if len(result) and isinstance(result[0], dtype.type):
cls = dtype.construct_array_type()
result = try_cast_to_ea(cls, result, dtype=dtype)
elif (
how == ""add""
and is_integer_dtype(orig_values.dtype)
and is_extension_array_dtype(orig_values.dtype)
):
# We need this to ensure that Series[Int64Dtype].resample().sum()
# remains int64 dtype.
# Two options for avoiding this special case
# 1. mask-aware ops and avoid casting to float with NaN above
# 2. specify the result dtype when calling this method
result = result.astype(""int64"")
# https://github.com/pandas-dev/pandas/pull/31359
# This is currently failing to cast back to Int64Dtype.
# The presence of the NA causes two problems
# 1. NA is not an instance of Int64Dtype.type (numpy.int64)
# 2. The presence of an NA forces object type, so the non-NA values is
#    a Python int rather than a NumPy int64. Python ints aren't
#    instances of numpy.int64.
def aggfunc(x):
if all(x > 2):
return 1
else:
return pd.NA
df = pd.DataFrame({""A"": pd.array([1, 2, 3])})
result = df.groupby([1, 1, 2]).agg(aggfunc)
expected = pd.DataFrame({""A"": pd.array([1, pd.NA], dtype=""Int64"")}, index=[1, 2])
tm.assert_frame_equal(result, expected)
[1, 4, 7],
index=pd.date_range(""1/1/2000"", periods=3, freq=""3T""),
dtype=""float64"",
expected[""Group""] = expected[""Group_obj""]"
pandas,71,,
pandas,72,"# if we are an exact match (ex-broadcasting),
# then use the resultant dtype
len(arr_value.shape)
and arr_value.shape[0] == values.shape[0]
and arr_value.size == values.size","exact_match = (
len(arr_value.shape)
and arr_value.shape[0] == values.shape[0]
and arr_value.size == values.size
)
exact_match
and is_categorical_dtype(arr_value.dtype)
and not is_categorical_dtype(values)
# GH25495 - If the current dtype is not categorical,
# we need to create a new categorical block
return self.make_block(Categorical(self.values, dtype=arr_value.dtype))
# if we are an exact match (ex-broadcasting),
# then use the resultant dtype
elif exact_match:
values[indexer] = value"
pandas,73,"def _combine_frame(self, other, func, fill_value=None, level=None):
def _combine_match_index(self, other, func):
new_data = func(self.values.T, other.values).T
shape = result.shape
nan_mask = (zmask & (x == 0)).ravel()
neginf_mask = ((zpos_mask & (x < 0)) | (zneg_mask & (x > 0))).ravel()
posinf_mask = ((zpos_mask & (x > 0)) | (zneg_mask & (x < 0))).ravel()
result = result.astype(""float64"", copy=False).ravel()
np.putmask(result, nan_mask, np.nan)
np.putmask(result, posinf_mask, np.inf)
np.putmask(result, neginf_mask, -np.inf)
result = result.reshape(shape)","def _combine_frame(self, other: ""DataFrame"", func, fill_value=None):
def _combine_match_index(self, other: Series, func):
other_vals = other.values.reshape(-1, 1)
new_data = func(self.values, other_vals)
new_data = dispatch_fill_zeros(func, self.values, other_vals, new_data)
nan_mask = zmask & (x == 0)
neginf_mask = (zpos_mask & (x < 0)) | (zneg_mask & (x > 0))
posinf_mask = (zpos_mask & (x > 0)) | (zneg_mask & (x < 0))
result = result.astype(""float64"", copy=False)
result[nan_mask] = np.nan
result[posinf_mask] = np.inf
result[neginf_mask] = -np.inf"
pandas,74,"if isinstance(data, TimedeltaArray):","if isinstance(data, TimedeltaArray) and freq is None:"
pandas,75,"except (TypeError, ValueError):
return self._get_string_slice(key)
except (TypeError, KeyError, ValueError, OverflowError):
key = asdt","except (TypeError, ValueError, OverflowError):
loc = self._get_string_slice(key)
return loc
except (TypeError, ValueError):
grp = resolution.Resolution.get_freq_group(reso)
freqn = resolution.get_freq_group(self.freq)
# _get_string_slice will handle cases where grp < freqn
assert grp >= freqn
if grp == freqn:
key = Period(asdt, freq=self.freq)
loc = self.get_loc(key, method=method, tolerance=tolerance)
return loc
elif method is None:
raise KeyError(key)
else:
key = asdt"
pandas,76,"except (TypeError, ValueError):","except (TypeError, ValueError, OverflowError):"
pandas,77,"result = libops.vec_binop(x, y, op)
return result","result = libops.vec_binop(x.ravel(), y.ravel(), op)
return result.reshape(x.shape)"
pandas,78,"result = Series(result, index=labels)","result = self._constructor_sliced(result, index=labels)"
pandas,79,"except (KeyError, TypeError):
except TypeError:","except (KeyError, TypeError, InvalidIndexError):
if not is_scalar(key):
raise InvalidIndexError(key)
if not is_scalar(key):
raise InvalidIndexError(key)
except (TypeError, InvalidIndexError):
except InvalidIndexError:
# e.g. slice
self._set_with(key, value)"
pandas,8,"if not mask.any():
if inplace:
return [self]
return [self.copy()]",
